Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19
65-MFCC.csv,6.2860255,6.9455123,3.078928,5.0968237,5.3843102,3.0034947,7.664044,6.625705,7.0999002,5.3522673,4.5902414,7.3888083,4.0799484,4.534199,2.2108924,6.131569,4.4325275,4.668229,6.8086233
66-MFCC.csv,5.7891116,7.125395,2.7682889,5.1292276,5.7169156,3.6027064,6.8354406,6.9618807,6.5216665,5.671109,3.6975532,6.2308335,3.906241,4.971246,2.3926666,5.7808185,4.5260158,4.2614155,6.560596
67-MFCC.csv,5.867456,7.0484385,2.7331629,5.077227,5.7058587,3.6617842,6.77182,7.0001926,6.532028,5.7088184,3.5682921,6.163547,3.8418038,5.0607133,2.3274052,5.6753297,4.586954,4.1460347,6.48928
68-MFCC.csv,6.446761,6.948846,2.9929535,4.9274383,5.4020247,2.8751855,7.898761,6.646746,7.308854,5.0009837,4.7834816,7.785817,4.072462,4.5188565,2.0115137,6.1805243,4.489383,4.6844244,6.805509
69-MFCC.csv,7.092675,6.909435,3.2394123,5.3216157,5.358896,2.8312967,8.664459,7.1669316,7.436957,5.002307,4.727122,7.399774,4.2267704,5.0922985,1.7299507,6.144862,4.6524477,4.589779,6.7982826
70-MFCC.csv,6.67354,7.2001724,3.5253417,5.4818325,5.4938135,2.4308894,8.952083,7.073032,7.05305,4.867049,4.8555455,7.6256285,4.4822693,4.9440556,2.0556996,6.427176,4.3382697,4.897432,6.976595
71-MFCC.csv,6.343035,7.048238,2.9499774,4.9632716,5.494693,2.807212,7.85156,6.626906,7.2031217,4.8915176,4.64707,7.736537,4.041594,4.5801716,2.0529106,6.271295,4.2909627,4.6467047,6.903455
72-MFCC.csv,6.587157,7.0734186,3.966697,5.596072,5.0800447,2.3319364,8.756371,6.61493,6.942592,5.190353,5.273691,7.8591423,4.5324564,4.4626517,2.597796,6.8281264,3.7947428,5.3318396,7.370793
73-MFCC.csv,6.603518,7.3288116,3.5193477,5.444654,5.6527605,2.3433547,8.989233,6.941276,7.081484,4.7291408,4.9394827,7.8119135,4.4549856,4.816652,2.006374,6.471677,4.344015,4.9741364,6.916733
74-MFCC.csv,6.938458,6.9657006,3.5965998,5.3190427,5.2137666,2.4451687,9.208435,7.190709,7.2310534,4.9629645,5.0475845,7.648199,4.5043564,5.024954,1.9880638,6.3974085,4.484502,4.9280415,6.977655
75-MFCC.csv,6.6753893,6.5943184,2.8808055,5.110108,5.2893295,3.2365553,7.280031,7.4462504,7.208678,6.018891,3.7112815,6.27565,4.0228305,5.249104,1.873215,5.118762,5.3482428,4.006411,6.075023
76-MFCC.csv,6.968955,7.314069,3.7139213,5.3934445,5.4672456,2.5410833,9.056553,6.8365283,7.231626,4.564889,4.8423176,7.6001863,4.2767057,5.032775,1.9288311,6.60145,4.1347804,4.8318267,7.0897903
77-MFCC.csv,6.669362,7.0249524,4.059982,5.720686,5.013839,2.321095,8.967364,6.6856575,6.9394474,5.2553244,5.413337,7.8970504,4.6748104,4.37504,2.6134987,6.970992,3.6847575,5.3691945,7.479567
78-MFCC.csv,7.2616396,6.7927427,3.4004407,5.312402,5.14096,2.7822466,8.951862,7.299094,7.423594,5.06541,4.848463,7.34127,4.3286123,5.2195215,1.7849374,6.195097,4.6572576,4.658074,6.928058
79-MFCC.csv,6.5162125,7.1155734,3.786775,5.568904,5.2411838,2.2934937,8.963692,6.8798933,6.8202586,5.1418357,5.147915,7.7578473,4.68416,4.6068025,2.433567,6.750884,3.9705436,5.166568,7.404082
80-MFCC.csv,5.7462673,7.198372,2.832921,5.201932,5.747299,3.5165005,6.9562984,6.9049873,6.534267,5.591,3.78948,6.321294,3.957089,4.9083014,2.4355638,5.8853326,4.424496,4.3466835,6.679911
81-MFCC.csv,6.430955,6.685659,2.84814,5.041031,5.3716755,3.4705734,7.1520677,7.4284234,6.999646,6.1016626,3.7302861,6.165941,3.9640563,5.179925,2.058532,5.181333,5.2378182,4.005581,6.1092324
82-MFCC.csv,5.8287635,7.188817,2.9326868,5.245331,5.6851215,3.3519542,7.1536098,6.872077,6.5654864,5.519689,3.9468958,6.507929,4.0413895,4.8557386,2.432928,5.9954224,4.3569193,4.446758,6.7779994
83-MFCC.csv,5.876755,7.0970426,2.5450315,5.134156,5.7020164,3.7596745,6.5653515,7.100462,6.561642,5.9007406,3.4562955,6.0086813,3.9192822,5.1606383,2.36353,5.4510975,4.87583,4.154838,6.294225
84-MFCC.csv,5.4865303,7.2579827,2.5121331,5.234836,5.9858866,4.069557,6.4381347,6.948916,6.4543037,5.7926416,3.1717777,5.686823,3.7158873,5.167641,2.464439,5.510712,4.503725,4.01325,6.5000324
85-MFCC.csv,6.5679717,6.8894153,3.6202517,5.3778434,5.097605,2.497294,8.636167,6.559239,7.134708,5.138405,5.391885,8.080878,4.486174,4.260093,2.4158933,6.8284636,3.8772857,5.1579604,7.358697
86-MFCC.csv,7.1098685,6.8117375,3.1973646,5.2303276,5.2418103,2.8471632,8.6882925,7.226489,7.3905044,5.0393505,4.7653947,7.405432,4.270141,5.1236677,1.7871906,6.1501336,4.663696,4.5902185,6.9455204
87-MFCC.csv,6.602237,6.6454844,2.735529,5.20934,5.2598944,3.3717456,7.3190465,7.400697,7.147417,6.055221,3.8249094,6.3561893,4.1393266,5.351006,1.9315072,5.133639,5.430164,4.1346183,6.084963
88-MFCC.csv,6.6679716,6.762933,3.041018,4.8785453,5.15578,2.9267592,8.007476,6.7678633,7.4123135,5.1169386,4.931007,7.810033,4.1391788,4.5552435,1.9922403,6.1407347,4.596912,4.7025723,6.848207
89-MFCC.csv,7.0133557,7.2413216,3.666637,5.3914437,5.4064674,2.6519477,8.997975,6.932816,7.2495055,4.62476,4.7629356,7.476796,4.2714133,5.118289,1.9117581,6.5048885,4.2185774,4.7419286,7.039776
90-MFCC.csv,6.5069847,6.692892,2.7000198,5.176088,5.334254,3.4997125,7.292906,7.331783,7.0861273,6.094808,3.829402,6.287205,4.0963616,5.3709636,1.9959252,5.1181445,5.408527,4.087095,6.143857
91-MFCC.csv,6.5137787,7.042906,3.7158203,5.6192946,5.209968,2.3883972,8.739451,6.609835,6.9545355,5.090614,5.3065424,7.9283853,4.5956697,4.3351183,2.512107,6.9460535,3.6959329,5.2259216,7.4738245
92-MFCC.csv,6.214375,6.979188,2.8895638,5.08805,5.5456758,3.2167156,7.407031,6.8585563,6.983132,5.4271007,4.168887,6.9482093,3.9921145,4.8202395,2.1367126,5.8756585,4.6015906,4.402401,6.6315966
93-MFCC.csv,5.458105,7.2406826,2.581116,5.1562343,5.920056,4.0365176,6.5520782,7.029229,6.458399,5.8669124,3.2685065,5.670561,3.6935246,5.141278,2.4431741,5.535397,4.627145,4.066737,6.40813
94-MFCC.csv,6.2625256,7.3190174,3.2381783,5.479697,5.728512,2.817359,8.011352,6.828495,6.850669,5.008888,4.341585,7.063159,4.214149,4.899806,2.1844923,6.318731,4.1731486,4.6669445,6.928429
95-MFCC.csv,6.5547066,6.654559,2.897866,5.056285,5.387049,3.3595185,7.174476,7.3862324,7.1258783,6.0100737,3.701042,6.1602974,3.9385414,5.191152,1.9358761,5.178132,5.23429,3.9516222,6.155315
96-MFCC.csv,5.504242,7.373249,2.5721138,5.255812,5.931171,3.9209175,6.3412566,6.97855,6.3582883,5.816606,3.267968,5.7018394,3.8696709,5.0920286,2.5486398,5.619788,4.539798,4.1987257,6.5745554
97-MFCC.csv,5.454222,7.13069,2.6044614,5.021695,5.9491825,4.0607767,6.3846803,6.970838,6.3176227,5.866256,3.3399587,5.775064,3.6284451,5.0094686,2.4919386,5.702302,4.421752,3.9791846,6.3979044
98-MFCC.csv,6.8586464,6.8552303,3.1127133,5.215849,5.302982,2.8956091,8.327335,7.1397815,7.227077,5.177823,4.604877,7.3094754,4.2450604,5.018422,1.9256479,6.087982,4.628449,4.5537567,6.9463043
