,Filename,Encoded_1,Encoded_2,Encoded_3,Encoded_4,Encoded_5,cluster
51,35-MFCC.csv,2.607717,-5.0950704,-4.670177,-7.9403367,0.97643304,0
52,36-MFCC.csv,2.772331,0.5866601,3.3104227,1.6266116,0.44668865,2
53,37-MFCC.csv,-4.227883,-3.4631422,-3.8608303,2.1262534,-0.14584869,5
54,38-MFCC.csv,1.7889636,-3.0501516,4.43396,3.6135705,-10.596958,0
55,39-MFCC.csv,3.1216822,-7.1719923,0.5624706,7.1583104,-3.6130812,5
56,40-MFCC.csv,2.9417794,5.5159454,7.6448874,7.297411,-6.294205,2
57,41-MFCC.csv,1.4637371,-7.7042885,-1.884606,9.532091,-4.4944053,5
58,42-MFCC.csv,3.3366446,-7.35976,-6.019971,3.2407603,-1.8516184,5
59,43-MFCC.csv,-0.31842074,-5.332553,-1.672925,6.5295076,-2.6150224,5
60,44-MFCC.csv,7.5514975,-5.096216,2.453203,13.076788,9.622559,0
61,45-MFCC.csv,-1.5604349,-2.8906732,-4.780192,-9.706393,0.5659399,0
62,46-MFCC.csv,-10.848051,0.09801053,2.8076956,-3.7224987,5.911892,1
63,47-MFCC.csv,-0.9488004,-3.4346268,2.6080415,6.4579635,-1.8105596,0
64,48-MFCC.csv,0.47026327,-2.3204243,-2.4203923,4.9326925,-1.8450197,0
65,49-MFCC.csv,1.2098726,-3.9925725,0.7175643,6.721621,-0.82400024,0
66,50-MFCC.csv,-12.426064,7.28109,0.3289791,-6.512897,-2.7694938,1
67,51-MFCC.csv,-10.455097,-0.8499329,9.000798,-8.792882,10.667124,1
68,52-MFCC.csv,4.286124,-4.78378,4.8675447,5.9660106,0.37095344,0
69,53-MFCC.csv,3.5158432,-7.114291,-1.0460076,5.948193,7.0202775,5
70,54-MFCC.csv,0.017022105,-3.298175,-1.9673418,3.4116716,-0.09094691,0
71,55-MFCC.csv,-0.78118706,-4.833747,-7.976284,2.655453,2.5982013,5
72,56-MFCC.csv,5.76964,-2.1320958,2.8082597,7.1287847,-5.007644,0
73,57-MFCC.csv,0.14847991,-0.49858278,-3.3832128,3.1309216,0.77827513,0
74,58-MFCC.csv,-0.61971325,-2.091324,-0.04505393,-0.42788127,2.0205429,0
75,59-MFCC.csv,-17.976732,-5.6766095,5.7098346,-12.297454,6.0892043,3
76,60-MFCC.csv,-0.07517521,-2.3842976,9.580884,0.86060965,1.7016355,0
77,61-MFCC.csv,-2.107192,-0.8544986,-10.123918,-2.7687595,10.594311,0
78,62-MFCC.csv,3.9468174,-3.4451935,1.3314925,6.791373,-3.0990412,0
79,63-MFCC.csv,-10.601349,3.6709435,1.9372892,-5.6954045,12.672613,1
80,64-MFCC.csv,0.7971853,-5.9434814,2.1669588,2.8124998,0.66037524,5
81,65-MFCC.csv,-0.32114428,-1.7824948,-0.85691357,-1.8059262,-2.7255073,0
82,66-MFCC.csv,-2.395689,5.3314476,8.091185,-6.1518703,-4.106257,4
83,67-MFCC.csv,-26.137516,-8.03472,9.5222845,-17.806376,-13.639702,3
84,68-MFCC.csv,2.353821,-4.2712755,-2.513451,2.781981,1.2594246,0
85,69-MFCC.csv,0.87750894,-7.7207956,1.6049095,3.4440198,6.8651023,5
86,70-MFCC.csv,1.9487305,-3.2539384,2.5423534,5.268265,-0.3696413,0
87,71-MFCC.csv,-3.4894001,-1.0147521,3.0616472,-0.33553523,1.14358,0
88,72-MFCC.csv,6.1334944,-3.3109758,-0.41752365,4.076438,-3.9348328,0
89,73-MFCC.csv,3.5993423,-5.1317973,4.607084,6.9126425,-1.4192524,0
90,74-MFCC.csv,5.293069,-0.3291614,2.7939045,7.22627,3.534915,2
91,75-MFCC.csv,1.9150155,-4.6147203,-6.298726,-14.988126,-1.1532001,0
92,76-MFCC.csv,-2.047327,-7.809561,-3.2756755,5.374286,-2.2329962,5
93,77-MFCC.csv,7.500331,-3.4213238,2.7677593,6.169006,-5.068052,0
94,78-MFCC.csv,-3.0617127,-5.223732,0.26083937,8.278449,8.3031025,5
95,79-MFCC.csv,5.5601335,-1.2614589,5.6189427,7.607646,-3.6705728,0
96,80-MFCC.csv,0.63846254,1.5270572,9.048615,-4.433291,-1.3181832,2
97,81-MFCC.csv,-6.3685527,-5.021221,-3.644369,-13.823177,-0.63284385,5
98,82-MFCC.csv,1.5986239,6.5598435,9.002496,-2.3875563,-5.0563984,4
99,83-MFCC.csv,-14.245619,4.7154846,-1.2617537,-5.5895443,0.00907803,1
100,84-MFCC.csv,-8.812085,2.3250926,5.4549427,-8.539099,7.650454,1
101,85-MFCC.csv,3.6256747,-7.634351,-0.12658763,6.0526767,-2.971252,5
102,86-MFCC.csv,-4.115741,-4.0299106,-0.9356545,4.739447,7.5397253,5
103,87-MFCC.csv,2.2048879,-5.9053736,-5.1930313,-12.990804,-0.6004493,5
104,88-MFCC.csv,0.3091769,-4.733488,-8.797525,6.571731,1.9329016,5
105,89-MFCC.csv,-1.8458345,-6.9206743,-2.9837594,6.9000735,-0.60823566,5
106,90-MFCC.csv,-2.2673626,-8.03067,-5.334718,-16.099476,0.82947993,5
107,91-MFCC.csv,5.2113132,-4.268771,2.4267285,4.4709306,-3.264759,0
108,92-MFCC.csv,-2.6246495,-3.761302,1.7674972,-3.0495164,0.13264652,5
109,93-MFCC.csv,-5.1546493,2.8200765,7.715506,-5.2735977,6.830228,4
110,94-MFCC.csv,1.2586645,-0.5180341,1.4851685,0.20796981,-1.7129865,0
111,95-MFCC.csv,1.655522,-5.661238,-3.9273615,-10.412511,-0.17624891,5
112,96-MFCC.csv,-2.9538798,7.927783,1.374118,-8.506688,4.5837903,4
113,97-MFCC.csv,-8.69026,5.65567,1.8360184,-4.8329644,8.372931,1
114,98-MFCC.csv,0.5270149,-2.958637,5.2161756,2.4785252,13.937833,0
115,99-MFCC.csv,4.175022,-7.797332,2.360534,10.333457,-5.022535,5
