Filename,PC1,PC2
asha_bhosle_1-MFCC.csv,13.54323566269625,0.16404946121910705
asha_bhosle_10-MFCC.csv,1.791317767894809,-1.623049236837142
asha_bhosle_11-MFCC.csv,8.010859379439763,0.48858346071266867
asha_bhosle_12-MFCC.csv,10.662548550107344,2.5291911749902445
asha_bhosle_13-MFCC.csv,15.244224852617299,0.807004019001312
asha_bhosle_14-MFCC.csv,8.900376045491647,8.04679316476436
asha_bhosle_15-MFCC.csv,5.156351497949819,0.11820085867260466
asha_bhosle_16-MFCC.csv,6.062130957750141,2.1891295762856675
asha_bhosle_17-MFCC.csv,9.920451356577844,6.3115954015452065
asha_bhosle_18-MFCC.csv,7.476448867561166,0.564026212216394
asha_bhosle_19-MFCC.csv,7.626482783905522,0.1259660711691554
asha_bhosle_2-MFCC.csv,4.3462794146984285,1.63202700808269
asha_bhosle_20-MFCC.csv,7.789087275633918,1.3191702125998672
asha_bhosle_3-MFCC.csv,-0.24088187107811931,-2.0075962260876974
asha_bhosle_4-MFCC.csv,8.905530284600674,4.053296011745531
asha_bhosle_5-MFCC.csv,10.021667737741824,-2.6721914709647687
asha_bhosle_6-MFCC.csv,8.607508448115462,0.4517908598749838
asha_bhosle_7-MFCC.csv,1.5091837819002887,0.44104750324848524
asha_bhosle_8-MFCC.csv,17.987315390906534,5.1127457110305885
asha_bhosle_9-MFCC.csv,3.2798785494896148,3.604711523974947
kishore_kumar_1-MFCC.csv,-4.494111407014079,-1.1084466081340498
kishore_kumar_10-MFCC.csv,-5.498785472703564,-5.9555884655026805
kishore_kumar_11-MFCC.csv,-10.422451249134781,-0.3356398981547702
kishore_kumar_12-MFCC.csv,-0.4303829353751068,-7.229553134094095
kishore_kumar_13-MFCC.csv,-2.0458837967123755,-2.0320585528250525
kishore_kumar_14-MFCC.csv,-11.439913714174693,-0.7603818983784675
kishore_kumar_15-MFCC.csv,8.858631617389989,-4.048906185441375
kishore_kumar_16-MFCC.csv,26.701581729905012,5.005417500738133
kishore_kumar_17-MFCC.csv,-2.2481184420838494,-2.155230196122443
kishore_kumar_18-MFCC.csv,3.8809868662612543,1.8546231172660927
kishore_kumar_19-MFCC.csv,17.271091799372623,2.8277472498317784
kishore_kumar_2-MFCC.csv,1.185507010695886,-0.6431567933697235
kishore_kumar_20-MFCC.csv,1.9122969793451237,-5.111207722181985
kishore_kumar_3-MFCC.csv,-3.2102811220041434,-2.526393234082224
kishore_kumar_4-MFCC.csv,-1.7105776841729068,-1.9187433949401431
kishore_kumar_5-MFCC.csv,-6.7431727850610015,-1.6136076336648653
kishore_kumar_6-MFCC.csv,3.0630096359812446,2.4922246593394997
kishore_kumar_7-MFCC.csv,-3.9938330100840096,-3.547837732587544
kishore_kumar_8-MFCC.csv,-7.474354168584865,2.598891176602502
kishore_kumar_9-MFCC.csv,-3.558932788951958,-1.1455619715629537
michael_jackson_1-MFCC.csv,6.579906438707356,-2.8397483527719554
michael_jackson_10-MFCC.csv,-5.2854421082968495,-3.10341022042402
michael_jackson_11-MFCC.csv,4.727694178591557,-10.338677402200556
michael_jackson_12-MFCC.csv,7.089268513826839,3.7110922974004295
michael_jackson_13-MFCC.csv,-3.482880879187107,-1.9627574735109719
michael_jackson_14-MFCC.csv,8.451580357666414,-1.9009013741393919
michael_jackson_15-MFCC.csv,-4.959964764503075,10.065233201683945
michael_jackson_16-MFCC.csv,12.35878753859128,-11.856971154716433
michael_jackson_17-MFCC.csv,-1.4067731624666373,-5.092346248880013
michael_jackson_18-MFCC.csv,10.614814329305512,-14.323917993511632
michael_jackson_19-MFCC.csv,-3.186798025878935,-6.208199559556333
michael_jackson_2-MFCC.csv,-7.875450035578518,-1.4616668149837992
michael_jackson_20-MFCC.csv,-4.869744140870793,-6.97133150255175
michael_jackson_3-MFCC.csv,4.069251687615943,-10.207080462814606
michael_jackson_4-MFCC.csv,3.082962671900623,-6.323341763334281
michael_jackson_5-MFCC.csv,-2.493245103421059,-7.657819185130493
michael_jackson_6-MFCC.csv,5.047942420558802,-6.577471874066256
michael_jackson_7-MFCC.csv,-2.295787032847507,-5.8166397798588
michael_jackson_8-MFCC.csv,2.3984801786970866,-8.295983997302756
michael_jackson_9-MFCC.csv,-3.024698697365661,-9.192204406076788
national_anthem_1-MFCC.csv,-7.9253805172293,15.239128273897384
national_anthem_10-MFCC.csv,-14.846423096558956,8.005568501222038
national_anthem_11-MFCC.csv,-7.214888209886222,11.33992361635372
national_anthem_12-MFCC.csv,6.125319972020937,4.961069530783334
national_anthem_13-MFCC.csv,3.064003635447249,15.829214437033439
national_anthem_14-MFCC.csv,-15.593158482506754,5.944484994757871
national_anthem_15-MFCC.csv,-17.346184323043225,-5.364851926130619
national_anthem_16-MFCC.csv,-21.478745224048893,-7.562732155872903
national_anthem_17-MFCC.csv,-18.969517872248996,2.8998174412179782
national_anthem_18-MFCC.csv,-3.942572499486253,6.621460842779231
national_anthem_19-MFCC.csv,1.2670885477684593,10.423074384456749
national_anthem_2-MFCC.csv,-11.311162192113944,-6.167558896380904
national_anthem_20-MFCC.csv,-9.208532832877696,0.7292140044948624
national_anthem_3-MFCC.csv,-5.255772250109573,6.386251583368346
national_anthem_4-MFCC.csv,-0.8464428287906622,4.107755144874677
national_anthem_5-MFCC.csv,-10.003996102021512,6.456734219514456
national_anthem_6-MFCC.csv,-6.690040527797075,8.844948525909961
national_anthem_7-MFCC.csv,-18.888568462395288,2.378341784642207
national_anthem_8-MFCC.csv,-1.376095763599306,14.068592156662874
