,Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,cluster
71,55-MFCC.csv,8.029196,5.4000034,6.922625,6.7256894,7.455008,2.4079633,6.3356643,5.7574463,4.025309,6.030477,4.1079364,5.9568486,2.4395826,2.012687,2.7577243,2.2795866,5.059203,4.332512,3
72,56-MFCC.csv,8.760004,6.3806343,6.571899,7.0166492,7.254462,2.564339,5.8456283,4.9993696,4.144433,6.8661284,4.6171827,6.294232,3.0343015,1.4057535,2.2990842,3.1881394,4.9627237,4.4528456,4
73,57-MFCC.csv,8.0994835,5.737023,6.7527933,6.8726506,7.427106,2.5165899,6.1986103,5.8593025,4.2721963,6.428911,3.967758,5.725726,2.450235,1.9817903,2.9078555,2.6516964,4.7334595,4.2698073,3
74,58-MFCC.csv,8.168794,5.4883213,6.8483286,7.0154476,7.5002685,2.2869046,6.2199907,6.019435,4.283839,6.260915,3.9051898,5.726342,2.4299946,2.0329363,3.1359534,2.5692997,4.867485,4.3857107,3
75,59-MFCC.csv,8.324566,4.342745,6.135352,7.843294,6.971509,0.76964915,5.6348414,6.7102795,4.5918083,6.1629252,3.5954366,4.6687837,2.5655673,2.951352,4.7394037,2.5827885,5.07619,4.952817,2
76,60-MFCC.csv,8.33185,5.7189236,6.819734,7.2377205,7.6120048,1.9746703,5.951622,5.744396,4.2783976,6.4279118,4.0770597,5.817627,2.8222759,1.8570265,3.1317334,2.6852965,4.858136,4.496031,5
77,61-MFCC.csv,7.6869683,5.2560973,6.430793,7.1538286,7.2847543,1.7565833,5.8512225,6.4975705,3.8703783,6.0456934,3.8183858,4.560554,2.6046324,2.8764384,4.218496,2.126383,5.072743,4.306089,0
78,62-MFCC.csv,8.700834,6.4966903,6.6802535,6.982466,7.493439,2.54132,5.7614603,5.0055947,3.918625,6.8296876,4.7011323,6.2535353,3.0788367,1.4533066,2.354102,3.1244614,5.043403,4.3703585,4
79,63-MFCC.csv,8.456126,4.2860365,5.9912763,8.0293,6.9382763,0.59999734,5.6848903,6.7562304,4.818722,6.1029816,3.5797381,4.624619,2.6966915,2.9322565,4.7921844,2.4933267,5.132213,5.053798,2
80,64-MFCC.csv,8.231967,5.9553666,7.000949,6.974477,7.690589,1.9677132,5.8429985,5.546941,3.493234,6.3827705,4.533119,5.847476,3.1656165,1.9074394,2.935209,2.5173068,5.49297,4.305024,1
81,65-MFCC.csv,8.118079,5.4292097,6.6206174,7.010211,7.277718,2.2923625,6.180736,5.9573417,4.2932944,6.302354,3.9639642,5.613286,2.4758782,2.1308699,3.0956845,2.5421326,4.8884897,4.4047127,3
82,66-MFCC.csv,8.399592,4.7469325,6.109915,7.715837,7.0604186,1.162747,5.743436,6.5147853,4.642617,6.04746,3.845935,4.929302,2.7773595,2.5950778,4.187806,2.4643524,5.1416607,4.8295894,2
83,67-MFCC.csv,8.350937,4.69233,6.05918,7.7084694,7.0656962,1.0868685,5.6920185,6.572843,4.5822935,6.0449867,3.8007822,4.828279,2.7811744,2.6915164,4.3314714,2.404364,5.066925,4.732523,2
84,68-MFCC.csv,8.040343,5.3814907,6.7714543,6.787889,7.355576,2.2841218,6.2400136,5.848182,4.087045,6.1920266,4.0669065,5.8699512,2.4760985,2.047395,2.9199955,2.3036435,5.046409,4.3592715,3
