Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40
24-MFCC.csv,8.372494,4.8689895,5.367722,6.9490194,6.7297244,4.186786,5.33249,6.6084275,6.467899,5.8967915,3.4612076,5.7404366,5.6458783,4.673327,3.7143772,3.4698532,5.052809,6.313861,5.791955,4.9730783,6.0654144,5.0685105,3.519091,5.2521124,5.9508,4.0287056,4.15157,5.899106,4.4756045,3.6098652,5.103905,5.177661,2.3148596,2.9969523,3.4545882,5.310629,5.6699076,5.0585938,6.28109,4.120658
25-MFCC.csv,8.088802,4.835616,5.4856973,7.0610623,6.846308,4.1248794,4.92521,6.475858,6.619926,6.0893803,3.4018686,6.130491,5.582746,4.796089,3.3245099,3.7655952,5.0233307,6.1202126,5.8791,5.11549,5.7900677,4.8406935,3.5653615,4.863339,6.037277,3.4964309,4.157181,6.0372257,4.364705,3.8922122,4.850798,5.34252,2.021466,3.028468,3.7349584,5.0847588,5.5016565,5.1725836,6.2790127,4.133537
26-MFCC.csv,6.7973003,4.7198687,5.595588,6.353467,7.383474,3.6279814,4.887792,6.242606,6.4530463,6.4403906,3.262071,6.7472816,5.456711,5.094661,2.7000587,4.143708,4.5177665,5.9411173,5.941593,4.9853325,5.229829,5.275067,3.5043828,3.7127192,6.4985104,1.951159,4.8339396,5.4157987,4.457172,4.9488816,4.7403092,5.956639,1.6734388,3.349001,3.55007,4.745582,5.6353636,5.186299,5.707874,4.812817
27-MFCC.csv,6.5746737,4.8962116,5.3429465,6.730068,6.9985065,4.0686545,4.7069325,6.104788,6.3303814,6.189556,3.609264,7.016657,5.032492,4.7149305,2.9167957,3.9101312,4.8340707,5.8476415,6.1308303,5.3329706,5.0996594,4.88153,3.7452855,3.7491562,6.1699347,2.1913567,4.573518,5.6822085,4.568785,4.498885,4.7238398,5.7491407,2.119706,2.9610484,4.1071963,4.9894843,5.605259,5.786758,5.907817,4.547454
28-MFCC.csv,6.868068,4.5239363,5.519534,6.4768624,7.447793,3.7480533,4.8732576,6.215777,6.572593,6.404201,3.3662446,6.799495,5.595379,5.260095,2.6288,4.083912,4.5619545,6.183325,5.978456,5.1439075,5.177751,5.2622256,3.7645507,3.8822267,6.399812,2.2706113,4.5974407,5.6350164,4.3446174,4.642442,4.5462537,5.857107,1.665881,3.4072695,3.5166261,4.9246464,5.647291,5.2479324,5.77762,4.7991385
29-MFCC.csv,6.704867,4.671433,5.5509467,6.456008,7.335909,3.6237972,4.833837,6.1543093,6.47144,6.5015516,3.4004316,6.8157516,5.4165196,5.1244497,2.6604943,4.1806664,4.578815,5.816081,5.8807282,5.041416,5.1348567,5.1337843,3.5728073,3.6899068,6.480687,1.9149328,4.8275805,5.4446735,4.4738317,4.9674053,4.7174664,5.9474716,1.6140513,3.3676858,3.659322,4.8100867,5.60696,5.100331,5.66672,4.7833858
30-MFCC.csv,7.823872,4.928703,5.463944,7.0555115,6.813262,4.2070413,4.9522076,6.4640875,6.5870614,6.0642157,3.4361136,6.215907,5.39215,4.75869,3.3960218,3.7629998,4.942346,6.1400914,5.9172397,5.204486,5.7732086,4.819439,3.5758789,4.753869,6.032317,3.3896322,4.1196094,5.9905314,4.44136,3.9032872,4.888381,5.3056273,2.2480097,3.066728,3.8426573,5.137894,5.6519117,5.338868,6.26167,4.219146
31-MFCC.csv,6.867084,4.938355,5.290946,6.8831215,6.964308,4.2148275,4.834025,6.2343245,6.40603,6.082405,3.7421477,6.9074354,4.9869766,4.654939,3.0498755,3.7622442,4.893375,6.002819,6.263835,5.393035,5.1845875,4.819173,3.8387299,4.0116754,6.017511,2.6170764,4.4302206,5.8177047,4.5744333,4.21763,4.69498,5.552474,2.2379394,2.8915231,4.1600604,5.1081285,5.6370196,5.851163,6.0888715,4.4422307
32-MFCC.csv,8.614238,4.7413564,5.393119,6.8888717,6.7641387,4.088802,5.44615,6.525217,6.415342,5.9504414,3.4180574,5.564033,5.9556303,4.7854433,3.5671794,3.4585853,5.123964,6.324069,5.6562624,4.8410153,6.094509,5.2475333,3.561081,5.453476,5.905661,4.332211,4.130352,5.921324,4.3417835,3.5006075,5.0842347,5.1253433,2.1545558,3.116562,3.2011676,5.3397593,5.5334306,4.8604465,6.245168,4.099936
33-MFCC.csv,8.670389,4.6403565,5.4606824,6.8422832,6.833664,3.9702258,5.4703293,6.3188577,6.370077,6.0325637,3.4318683,5.5804143,6.182935,4.8920007,3.3395846,3.5360205,5.133284,6.273159,5.629436,4.804261,6.008825,5.2966003,3.686542,5.5169864,5.8045945,4.490344,4.0650105,5.919234,4.1774726,3.4071777,4.941606,5.0612607,1.989019,3.225046,3.1726558,5.340408,5.46208,4.751991,6.1808014,4.1270056
