Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18
kishore_kumar_19-MFCC.csv,7.006505,7.7012706,5.4351735,9.870658,6.6838627,11.733745,0.3435113,7.4182897,2.115021,6.343763,6.6205993,4.9100847,7.662204,3.1113412,6.632472,10.6669655,4.4446816,-2.6123607
kishore_kumar_2-MFCC.csv,6.9285254,7.6581225,6.0801015,10.340278,5.97565,11.3339205,-0.07689267,7.284196,1.9946713,6.279951,5.7942696,4.250603,7.579865,2.0406368,7.2183676,10.639051,4.183921,-2.2821286
kishore_kumar_20-MFCC.csv,6.2741504,6.8571887,7.1654634,9.392523,5.515885,11.755166,0.6806901,7.063134,1.7893813,5.989352,6.112817,4.651251,6.6857996,2.5087662,6.02654,10.264907,4.014288,-1.5996584
kishore_kumar_3-MFCC.csv,6.8840723,7.5787015,6.2832,10.403324,5.8024373,11.351759,-0.18656076,7.277704,1.9763954,6.241219,5.6571655,4.132194,7.4860015,1.8090427,7.2874656,10.58853,4.161246,-2.090818
kishore_kumar_4-MFCC.csv,6.914876,7.743261,6.2271795,10.457638,5.9747562,11.223172,-0.025334084,7.255863,2.0156353,6.367083,5.737929,4.078338,7.5053716,1.9119581,7.3356915,10.678569,4.075754,-2.4407744
kishore_kumar_5-MFCC.csv,6.823035,7.700659,6.326347,10.598015,5.770592,11.128394,-0.08121922,7.333532,2.0204825,6.3925943,5.528772,3.9868994,7.5679674,1.7085047,7.391973,10.585702,4.081057,-2.1504683
kishore_kumar_6-MFCC.csv,6.7798004,7.5207896,6.2820115,10.0895815,6.0524616,11.404551,0.22353344,7.178524,2.0256793,6.3158712,6.0111675,4.282919,7.337279,2.2718048,6.982709,10.604703,4.114377,-2.4070792
kishore_kumar_7-MFCC.csv,6.7717996,7.4940434,6.400153,10.166534,5.9267373,11.436351,0.12443651,7.152339,2.0016723,6.2636924,5.9148893,4.225438,7.25886,2.148728,7.0194006,10.6116085,4.0586324,-2.325631
kishore_kumar_8-MFCC.csv,6.785622,7.713532,6.287961,10.547669,5.8396697,11.112461,0.092876606,7.546465,2.179705,6.5388184,5.649932,4.0144196,7.5593114,1.765558,7.455085,10.537655,4.251848,-2.0499134
kishore_kumar_9-MFCC.csv,6.8018694,7.570645,6.4828663,10.27964,5.875282,11.316953,0.051274203,7.1584945,1.9524797,6.333445,5.740134,4.1122174,7.309754,1.9585845,7.097374,10.606054,4.018599,-2.3274217
michael_jackson_1-MFCC.csv,6.220715,6.789918,6.971503,9.175671,5.48241,11.711442,0.8238062,6.9852457,1.7723572,6.0171685,6.112459,4.750346,6.847712,2.7647355,5.6152344,10.270083,4.0517907,-1.7569839
michael_jackson_10-MFCC.csv,6.360602,7.0101786,7.018055,9.876144,5.370468,11.353192,0.3369054,6.9866147,1.9702803,6.1305733,5.6282806,4.180241,6.925898,2.0915916,6.483747,10.464749,3.9686513,-1.8758744
michael_jackson_11-MFCC.csv,6.286041,6.8073378,7.2493305,9.215265,5.50011,11.856605,0.7406096,7.014381,1.6613104,5.8973575,6.1817718,4.7954373,6.636927,2.5653086,5.7149053,10.197162,3.9932086,-1.5359766
michael_jackson_12-MFCC.csv,6.312132,6.9076185,6.6434093,9.196478,5.8239994,11.629982,0.88187075,7.0156794,1.8992702,6.141108,6.3255305,4.8002605,6.997094,2.954945,5.6990867,10.27262,4.2700586,-1.9255939
michael_jackson_13-MFCC.csv,6.1993127,6.875197,7.1299367,9.692219,5.402384,11.301756,0.582741,6.957426,2.0012631,6.172838,5.746414,4.285086,6.871904,2.1528573,6.290154,10.31786,4.0395823,-1.6940153
michael_jackson_14-MFCC.csv,6.2676277,6.8386683,6.839667,9.13111,5.695741,11.737705,0.89329994,6.9927883,1.832973,6.058871,6.309429,4.8479342,6.839736,2.9175124,5.571,10.256081,4.195996,-1.781719
michael_jackson_15-MFCC.csv,5.9225082,7.042053,7.181356,10.047522,5.326216,10.808594,0.9731717,7.2566056,2.161303,6.6147556,5.464493,3.9563615,7.187949,1.8970803,6.6717873,10.117203,4.012867,-1.4006575
michael_jackson_16-MFCC.csv,6.271596,6.816419,7.0584903,9.110091,5.5842547,11.851138,0.8621919,7.0311756,1.7349244,5.9781513,6.289029,4.902011,6.718682,2.7810133,5.5522513,10.220712,4.096322,-1.6177417
michael_jackson_17-MFCC.csv,6.2519975,6.791231,7.181728,9.500549,5.3310018,11.544786,0.5633774,6.914326,1.8627875,6.0442786,5.795189,4.40276,6.740851,2.360509,5.9933476,10.382617,3.968173,-1.7413461
michael_jackson_18-MFCC.csv,6.2575417,6.7626276,7.2278476,9.102809,5.518391,11.906326,0.83624625,7.0423903,1.6643946,5.9427695,6.2330804,4.853069,6.605359,2.691035,5.567671,10.187352,4.0143538,-1.5207585
michael_jackson_19-MFCC.csv,6.294643,6.936246,7.1211314,9.633824,5.3975763,11.491452,0.5174665,6.9705873,1.8543149,6.066589,5.800129,4.3805876,6.834048,2.2322419,6.197074,10.355246,3.9752731,-1.7512254
michael_jackson_2-MFCC.csv,6.139522,6.9387946,7.2062173,9.896541,5.1996317,11.177403,0.5324147,6.9661894,1.9875742,6.191108,5.4987006,4.1414275,6.957015,1.9768393,6.3868403,10.320764,3.928583,-1.6408263
michael_jackson_20-MFCC.csv,6.24348,6.803607,7.2704506,9.7177305,5.1014905,11.443603,0.38036492,6.87334,1.9432905,6.003634,5.540187,4.234939,6.7414494,2.1485689,6.156556,10.493223,3.9074547,-1.7202592
michael_jackson_3-MFCC.csv,6.1969333,6.668653,7.2465854,9.1465645,5.46622,11.800376,0.83660966,6.979634,1.7563134,6.047002,6.0908794,4.70625,6.5752397,2.697844,5.5408072,10.253444,4.0175815,-1.5868425
michael_jackson_4-MFCC.csv,6.1467776,6.656997,7.193107,9.199451,5.370908,11.707487,0.82871395,6.9647684,1.8079723,6.0813694,5.978332,4.5938773,6.630327,2.6962738,5.567501,10.285687,3.9926083,-1.6370378
michael_jackson_5-MFCC.csv,6.165652,6.7704496,7.262193,9.438957,5.208945,11.575312,0.6404854,6.8958197,1.8347412,5.981888,5.794957,4.4997816,6.727264,2.3888793,5.8373604,10.348509,3.9423566,-1.6333246
michael_jackson_6-MFCC.csv,6.181298,6.9513483,7.069656,9.365506,5.363833,11.71118,0.7977626,6.997359,1.7639618,5.9462576,6.0653715,4.783179,6.839484,2.5813274,5.7151384,10.26425,3.9919033,-1.5997498
michael_jackson_7-MFCC.csv,6.5119405,7.116593,6.7582,9.847104,5.5827637,11.462637,0.30018583,7.043807,2.006978,6.123847,5.8446655,4.306967,6.9900794,2.2518768,6.560277,10.555861,4.0620546,-2.0431278
michael_jackson_8-MFCC.csv,6.7750573,7.4401765,6.0501666,9.910969,6.11663,11.64989,0.27438846,7.24117,2.0579073,6.210062,6.214723,4.56751,7.3644247,2.6756532,6.7442923,10.655747,4.1903243,-2.4001827
michael_jackson_9-MFCC.csv,6.375987,6.7680173,7.1827917,9.576452,5.2779264,11.635211,0.3410895,6.9281383,1.9381528,5.9968433,5.72245,4.28951,6.6123285,2.3381777,6.13344,10.570277,3.9529362,-1.8475631
national_anthem_1-MFCC.csv,5.889095,7.0095124,7.115678,10.057084,5.4741592,10.675062,0.9523848,7.2029333,2.0827527,6.62364,5.4678297,3.8900988,7.312145,1.6845148,6.768461,9.900249,4.075879,-1.3986058
national_anthem_10-MFCC.csv,6.1765213,7.371077,6.966921,10.483844,5.432447,10.757981,0.61368954,7.364715,2.1354082,6.6640863,5.311619,3.7952454,7.405073,1.6133682,7.1175284,10.200159,3.9496737,-1.5646464
national_anthem_11-MFCC.csv,5.8049865,6.9059854,7.238721,9.958909,5.362821,10.679182,1.0271086,7.175853,2.1492147,6.6074777,5.4847746,3.946199,7.188006,1.7387133,6.6001916,9.892956,4.1109796,-1.2848241
national_anthem_12-MFCC.csv,6.252695,6.8210635,6.7486215,9.109627,5.8027205,11.649862,0.92921305,6.9229617,1.883869,6.0889287,6.349205,4.8187914,6.894118,2.9844089,5.5771194,10.244408,4.2903085,-1.858303
national_anthem_13-MFCC.csv,6.1987424,6.785613,6.736635,9.076065,5.9970994,11.509777,1.0346646,6.835324,1.9138608,6.1513186,6.432778,4.770641,6.9357357,3.0486577,5.603303,10.136912,4.435567,-1.9011054
national_anthem_14-MFCC.csv,6.2799144,7.493919,6.87524,10.51828,5.473899,10.8956,0.5015237,7.409949,2.1073818,6.64545,5.3704476,3.8304071,7.367833,1.6811417,7.1552835,10.276263,3.9252503,-1.7315655
national_anthem_15-MFCC.csv,6.473231,7.4861026,6.8365326,10.594828,5.282359,11.047505,0.1647176,7.3996334,2.116814,6.4517045,5.1836543,3.7672863,7.3073587,1.6268619,7.229304,10.5670185,3.8583124,-1.847607
national_anthem_16-MFCC.csv,6.372925,7.4614615,6.9222474,10.67963,5.2230444,10.949484,0.23751308,7.4160852,2.1221478,6.5182323,5.0950265,3.6855476,7.3529434,1.5852697,7.270083,10.538251,3.7816865,-1.701171
national_anthem_17-MFCC.csv,6.3002014,7.4641366,6.9032187,10.679493,5.3283463,10.804781,0.43079343,7.448971,2.1735983,6.605095,5.1496854,3.7280598,7.4498477,1.5383995,7.2806535,10.3394,3.8910599,-1.5976703
national_anthem_18-MFCC.csv,5.95822,6.884512,7.192896,9.834568,5.371139,10.9451475,0.8380712,7.0332503,2.0969582,6.389226,5.6157312,4.139275,7.055421,1.9395572,6.4308357,10.084108,4.078951,-1.454016
national_anthem_19-MFCC.csv,5.8132114,6.8908057,7.1379366,9.884996,5.491493,10.682457,1.0405345,7.1449976,2.1580095,6.588848,5.6101246,4.0482006,7.228226,1.7785261,6.5497503,9.820619,4.2002907,-1.2898088
national_anthem_2-MFCC.csv,6.3937626,7.2522182,6.966703,10.26061,5.253308,11.169478,0.26959476,7.2193575,2.0573783,6.3268166,5.3176355,3.8943222,7.123184,1.8268288,6.890243,10.55165,3.8798144,-1.8829592
national_anthem_20-MFCC.csv,6.186477,7.024212,7.182909,10.033854,5.1702547,11.135772,0.50357413,7.110158,2.0452094,6.302142,5.37525,3.9751418,6.993804,1.910192,6.598649,10.404232,3.9020696,-1.6817808
national_anthem_3-MFCC.csv,6.5400925,7.3477383,6.5408797,10.059573,5.8733363,11.249531,0.39221475,7.1636114,2.0382173,6.379088,5.895128,4.190094,7.27654,2.1231685,6.9195724,10.421073,4.0969324,-2.1208003
national_anthem_4-MFCC.csv,6.0557723,6.855226,7.2082405,9.659458,5.2354717,11.263973,0.7286772,6.9503555,1.9459901,6.167715,5.6692305,4.3080835,6.9179916,2.2030444,6.129416,10.255399,3.9643567,-1.5993557
national_anthem_5-MFCC.csv,6.041497,7.0600348,7.1918797,10.090877,5.2463617,10.925513,0.7713021,7.230105,2.1441474,6.5134835,5.3961687,3.9155197,7.1103964,1.8673639,6.7258286,10.264739,3.9606547,-1.5160758
national_anthem_6-MFCC.csv,5.8883634,6.928636,7.2506495,10.015361,5.300155,10.738469,0.8538865,7.136608,2.2801456,6.534184,5.5084524,4.029456,7.08371,1.712364,6.5910497,9.996794,4.1665907,-1.2650192
national_anthem_7-MFCC.csv,6.402177,7.543272,6.8270545,10.737974,5.342164,10.800227,0.3344877,7.447408,2.172654,6.5729847,5.107087,3.7075088,7.4976187,1.4829487,7.348335,10.414183,3.9036884,-1.669159
national_anthem_8-MFCC.csv,5.8804197,7.0036387,7.101665,9.90821,5.462511,10.806095,1.1076941,7.233501,2.120191,6.6381264,5.611201,4.05174,7.231223,2.0219824,6.555129,10.014164,4.0646105,-1.4186735
national_anthem_9-MFCC.csv,6.466052,7.563797,6.7598224,10.714501,5.3640304,10.918697,0.27352595,7.494801,2.1902485,6.5357943,5.173282,3.75874,7.445615,1.5535506,7.367603,10.452295,3.9290955,-1.7588292
