,Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,cluster
39,23-MFCC.csv,7.4027395,5.153621,3.0933218,6.0712504,8.644592,3.6111584,6.690905,6.571426,6.464607,4.560575,6.724892,5.3631287,3.3283772,5.0472403,5.8818865,4.3856025,4.4274874,4.880379,2.676197,6.117942,2.671983,6.173497,7.043971,6.7362037,6.3099055,5
40,24-MFCC.csv,7.924323,4.9365907,2.1429896,6.0855017,8.8785305,3.7841165,7.088169,6.2807865,6.181852,3.9488513,6.729494,6.0364003,3.8578093,5.383565,5.601729,4.873785,3.984727,4.65045,3.1230006,5.622423,3.1181262,6.0315638,6.8288355,7.0783496,6.003393,3
41,25-MFCC.csv,7.5915117,5.2840605,2.5509372,6.1498556,8.720679,3.9309084,7.064549,6.5390534,6.3473673,4.100391,6.558377,5.661396,3.7816658,5.3077455,5.6320295,4.514953,4.3537116,4.804014,2.5786836,5.8328514,2.8946998,5.888617,6.9593625,6.8313255,5.9327383,2
42,26-MFCC.csv,6.945327,5.2921934,4.1083274,6.4395022,7.9390316,3.522993,5.9494624,7.0475755,7.045875,5.164743,6.286306,4.615037,2.494874,4.4861145,6.44358,4.031205,4.85943,5.433038,2.6965156,5.878619,2.6485898,5.9113,7.3708467,6.627429,7.341957,4
43,27-MFCC.csv,7.2160835,5.6227756,4.098087,6.5662327,7.6695952,4.0644684,6.2349377,7.296373,6.6479473,4.5788665,5.9712205,4.60624,2.9433498,4.5022135,6.400215,3.7893708,4.8118706,5.793526,2.4991674,5.3947763,3.0662673,5.587726,7.1419797,6.2084637,7.051077,0
44,28-MFCC.csv,6.8736258,5.521937,4.016033,6.2811403,8.01518,3.4869585,5.9284306,7.0928736,7.0026855,4.9182553,6.3397193,4.702971,2.7649844,4.6824136,6.457985,3.9120893,4.928023,5.2814965,2.5103607,6.09833,2.4900243,6.173072,7.1662316,6.4236217,7.1840653,4
45,29-MFCC.csv,6.86884,5.212121,4.050617,6.535449,8.028949,3.4122705,5.8462625,7.096029,7.1715817,5.27534,6.207845,4.767091,2.6621335,4.5271754,6.375824,4.119054,4.9869294,5.43901,2.5703223,6.006903,2.640574,6.0527844,7.3894567,6.613911,7.276239,4
46,30-MFCC.csv,7.467836,5.5144815,2.6737664,6.159766,8.558553,4.033936,6.9413924,6.5691533,6.370275,3.9973834,6.481362,5.5111303,3.6681929,5.05735,5.7498717,4.314106,4.4273014,5.0163326,2.7312958,5.554517,2.9415455,5.672719,6.93515,6.874689,6.1173673,2
47,31-MFCC.csv,7.3603516,5.7183447,3.9506025,6.5574856,7.5839305,4.307326,6.4744606,7.248292,6.4639826,4.1657834,5.9872026,4.763465,3.176097,4.5043874,6.2881756,3.741059,4.6169014,5.7405143,2.5746007,5.207895,3.2433026,5.4732766,7.0593534,6.2768583,6.8880143,0
48,32-MFCC.csv,7.9496174,4.606733,2.106988,6.088958,9.098847,3.5448985,7.2333264,6.196203,6.084388,4.1194253,6.8556905,6.1960454,3.6482043,5.3782783,5.426486,4.9864087,4.0337133,4.4254394,3.002492,5.831106,2.9269161,6.2838554,6.90969,7.2841153,5.985493,3
49,33-MFCC.csv,7.907285,4.501814,2.170914,6.120261,9.232993,3.4875505,7.308825,6.0754085,5.938086,4.162921,6.9869804,6.2235885,3.368031,5.3630943,5.2585917,4.9523535,4.0262346,4.3138776,3.0149274,5.793684,2.770502,6.3023477,6.926117,7.420426,6.041624,3
50,34-MFCC.csv,7.4642897,5.3823075,2.9638608,6.174937,8.388717,4.115173,6.916885,6.475172,6.1054873,3.7166762,6.4137964,5.48636,3.2596653,5.061567,5.7854958,4.359785,4.1557536,5.2570314,3.1882267,4.981512,3.0672607,5.491532,6.7502203,6.919777,6.49045,1
51,35-MFCC.csv,7.2929044,5.6373205,4.064566,6.571993,7.519326,4.268415,6.440523,7.300169,6.529705,4.2104034,6.007398,4.860773,3.1290228,4.4737377,6.2869077,3.7256348,4.733196,5.6501493,2.4946852,5.262787,3.2906873,5.4818444,7.098291,6.3441772,6.902162,0
52,36-MFCC.csv,7.4575477,5.1109214,2.9048886,6.02259,8.609874,3.6265705,6.7388124,6.411874,6.390427,4.287025,6.6851625,5.5625567,3.453999,5.300265,5.867965,4.5578647,4.191663,4.9963765,3.050465,5.676152,2.8253744,5.998135,6.9049172,6.9098773,6.3620515,5
53,37-MFCC.csv,7.4808784,5.278261,2.820233,6.087258,8.518542,3.9128804,6.876687,6.394528,6.222967,3.8898888,6.5316935,5.5946636,3.4165502,5.2358346,5.7996364,4.4927716,4.1392713,5.12156,3.182183,5.2165694,2.9842687,5.669312,6.7884045,6.9794617,6.396589,1
54,38-MFCC.csv,7.9101696,4.7470202,2.1753306,6.32028,9.305455,3.6895828,7.383627,6.0300045,5.815921,4.181101,7.17955,6.182371,3.3435264,5.512772,5.0986123,4.7412996,4.0400214,4.107847,2.7700918,5.7689404,2.7752197,6.0086265,6.9847617,7.2729564,5.840846,3
55,39-MFCC.csv,7.832215,4.8492174,2.2262542,6.2486324,9.177692,3.7630095,7.3304067,6.095112,5.877891,4.0457897,7.020796,6.1302476,3.4695263,5.4591665,5.1920004,4.7221518,4.0519843,4.4008136,2.865753,5.631152,2.8240912,5.9317427,6.937108,7.258839,5.8578258,3
56,40-MFCC.csv,7.6104417,4.9217057,2.6908102,6.02398,8.818347,3.5173302,6.8556895,6.3654146,6.36003,4.4210424,6.826719,5.732071,3.6164808,5.2819324,5.755052,4.682038,4.1825933,4.7677913,2.9111037,5.9970617,2.7938325,6.234607,6.9807816,6.956969,6.144763,5
57,41-MFCC.csv,7.9197235,4.790404,2.2594116,6.22191,9.177292,3.725325,7.325279,6.1029263,5.8202477,4.0200906,6.982162,6.121159,3.2772763,5.6014733,5.2214327,4.8054123,4.008482,4.357435,2.923915,5.598495,2.8507388,5.945548,6.881907,7.179593,5.9517493,3
58,42-MFCC.csv,7.812165,4.8210826,2.1726987,6.0150323,9.033194,3.7504141,7.297446,6.2055717,6.1298265,3.8983314,6.6727304,6.0687594,3.7006912,5.4194126,5.4176254,4.961957,4.01818,4.590669,2.9566689,5.7297163,2.894708,6.153596,6.8191366,7.1658797,5.9138985,3
59,43-MFCC.csv,7.714659,4.8755817,2.438978,6.1996484,9.091315,3.7671578,7.2199554,6.066967,5.8582945,3.9864073,6.96995,6.0176344,3.2987666,5.47549,5.26373,4.7002487,3.9967382,4.590117,3.0656033,5.4433594,2.7846363,5.861872,6.862497,7.247992,6.044444,3
60,44-MFCC.csv,7.660891,5.5225105,2.2096422,6.1959996,8.511115,4.264808,7.060884,6.5306416,6.217324,3.6199164,6.4418383,5.850852,4.4274006,5.1113486,5.735501,4.506085,4.185585,5.1080213,2.9523034,5.258616,3.3550181,5.459009,6.837632,6.9763813,5.880042,2
61,45-MFCC.csv,7.274589,5.79789,4.132159,6.5612187,7.4494348,4.2328415,6.4455686,7.282604,6.479457,4.16015,5.95144,4.611018,3.0363224,4.359372,6.324362,3.6048386,4.5863905,5.8249106,2.5836556,5.227429,3.1491675,5.5091953,7.120687,6.234577,7.0022964,0
62,46-MFCC.csv,6.9064593,5.370436,3.8495913,6.4016123,8.119657,3.5089426,5.9772,7.025427,6.973145,4.880343,6.2749066,4.8896546,2.6232283,4.635483,6.3139596,4.083332,4.93761,5.304391,2.6486852,5.8053484,2.5817304,5.974967,7.187926,6.7048645,7.2564754,4
63,47-MFCC.csv,7.888538,5.32922,2.2233412,6.1988034,8.70721,4.007304,7.134937,6.537836,6.1938243,3.8370798,6.4702506,5.8486533,3.7899735,5.20308,5.694015,4.5914164,4.338831,4.7426553,2.7486033,5.5240293,3.2103357,5.69505,6.8836827,6.9726152,5.977616,2
64,48-MFCC.csv,7.6570406,4.9843893,2.6945822,6.0896964,8.744152,3.7111118,6.9590826,6.274052,6.115414,3.9983974,6.6896186,5.783769,3.2298198,5.4146414,5.6700816,4.695599,4.0522623,4.8287206,3.1720672,5.3714595,2.9205434,5.86971,6.797993,7.058665,6.363471,1
65,49-MFCC.csv,7.716463,5.091199,2.3837266,6.263716,8.917823,3.8670378,7.1324363,6.270094,6.0183964,4.006556,6.8594666,5.9954205,3.7962952,5.470682,5.4441495,4.619615,4.1117735,4.703826,2.8517861,5.523234,2.970371,5.7331753,6.9230127,7.099174,5.872565,2
66,50-MFCC.csv,6.932381,5.470162,3.997048,6.333113,7.9852924,3.5279484,5.990895,7.051825,6.9798336,4.962213,6.3703322,4.6759133,2.8019156,4.6751432,6.4016104,3.984711,4.872251,5.316192,2.562883,6.074489,2.5183666,6.1289835,7.2288327,6.478328,7.1721473,4
67,51-MFCC.csv,6.7295246,5.3692036,4.049553,6.318072,8.128208,3.3216019,5.6866484,7.2763205,7.092468,5.0155816,6.1765356,4.8808575,2.4679363,4.5453773,6.573993,3.884337,5.170173,5.2605076,2.4687746,5.9504275,2.5794303,6.0797257,7.124571,6.5226974,7.34267,4
68,52-MFCC.csv,7.645838,5.26813,2.2693937,6.164044,8.83058,3.903862,7.131142,6.4132566,6.3335457,4.0984955,6.678702,5.8039746,3.8871315,4.9618883,5.541677,4.46797,4.3833976,4.755638,2.7023835,5.7772307,2.9120522,5.90891,7.0300345,7.0993376,5.8767223,2
69,53-MFCC.csv,7.508428,5.5159736,2.656061,6.1841874,8.349396,4.237766,6.9425087,6.548573,6.1744385,3.625793,6.353438,5.6001472,3.8284683,5.0203447,5.828693,4.378717,4.173904,5.2828894,3.1324344,5.023932,3.2445111,5.4126186,6.7596602,6.928338,6.2615705,1
70,54-MFCC.csv,7.2994113,5.2959714,2.8406708,5.996961,8.67416,3.888818,6.951342,6.2370934,6.2030954,3.9565291,6.688163,5.5856385,3.4989781,5.2697873,5.654002,4.4724164,4.115608,5.1225047,3.1753166,5.3673463,2.7650285,5.7210236,6.811792,7.0398893,6.2532907,1
71,55-MFCC.csv,7.4064417,5.305992,2.9390926,6.0923753,8.641906,3.958248,6.974416,6.2875676,6.115662,3.8479934,6.6035633,5.4613676,2.9070582,4.9995747,5.5983887,4.3166637,4.191916,5.029327,3.152868,5.1449,2.7632146,5.664058,6.805603,7.0420647,6.4824867,1
72,56-MFCC.csv,7.838432,4.5803685,2.2968993,6.033249,9.180513,3.4385247,7.1687255,6.0983777,6.032454,4.265305,6.999079,6.1226954,3.5713115,5.318822,5.411308,4.9363403,4.0256796,4.483273,3.0333147,5.92445,2.7696924,6.3375745,6.9304447,7.309764,5.998129,3
73,57-MFCC.csv,7.5548654,5.1020193,2.9180067,6.108327,8.544259,3.7365286,6.8006315,6.402154,6.2375107,4.0405416,6.5773864,5.6067934,3.1539805,5.3228793,5.8357787,4.567971,4.1315517,4.9987564,3.1734385,5.294599,2.9450786,5.806357,6.8090744,6.9612856,6.5297055,1
74,58-MFCC.csv,7.324658,5.266519,3.0099785,6.11876,8.492958,3.7896173,6.698175,6.4028487,6.351058,4.091716,6.58786,5.496952,3.1970272,5.1767073,5.844171,4.406432,4.2208652,5.1655216,3.1731782,5.2700267,2.8468986,5.728024,6.867742,7.0009065,6.5540814,1
75,59-MFCC.csv,6.812568,5.4427757,3.9526331,6.420781,8.134739,3.423364,5.8668833,7.1540356,7.0246253,4.826071,6.1484423,4.917445,2.544272,4.562938,6.416554,3.969035,5.03676,5.3257647,2.4960864,5.844042,2.5924408,6.068833,7.1294837,6.570003,7.353386,4
76,60-MFCC.csv,7.4859357,5.141329,3.0172915,6.0499716,8.48179,3.5843496,6.630893,6.5523643,6.4814515,4.3751655,6.5986133,5.462027,3.4397829,5.328825,5.9922194,4.5214205,4.261493,5.01927,2.9675329,5.7226577,2.8772683,6.0087614,6.919506,6.7895994,6.45284,5
77,61-MFCC.csv,7.317244,5.658591,3.9132864,6.5050344,7.737768,4.147217,6.415837,7.17709,6.5205317,4.307207,6.026834,4.7364244,3.0235982,4.5620832,6.2804375,3.7959032,4.680093,5.7122207,2.5786912,5.2957063,3.0979927,5.566465,7.067769,6.290926,6.9196157,0
78,62-MFCC.csv,7.864284,4.832949,2.1401985,6.0730877,9.037692,3.6966848,7.2108207,6.2176604,6.1344256,4.0385866,6.803776,6.0992107,3.8403873,5.358153,5.4592867,4.8956027,4.0466943,4.566114,2.9539318,5.795801,2.9498096,6.1430335,6.891722,7.180508,5.8745837,3
79,63-MFCC.csv,6.7506366,5.29432,4.088173,6.491266,8.098433,3.3283346,5.7584834,7.144331,7.160993,5.187893,6.164691,4.7680397,2.3314881,4.428251,6.4581203,4.0083313,5.053173,5.3671117,2.582746,5.905499,2.5650141,6.017615,7.2937694,6.6464524,7.474992,4
80,64-MFCC.csv,7.5319247,5.5091414,2.5578861,6.17591,8.644753,4.0358605,7.0106387,6.5902615,6.3912063,4.074351,6.5249877,5.5440516,3.7563307,4.974792,5.6893005,4.3096247,4.498068,4.9032345,2.557939,5.764209,2.9280632,5.758819,7.004371,6.8568354,5.969116,2
81,65-MFCC.csv,7.3682494,5.234263,3.1401086,6.1339893,8.451739,3.7486715,6.668328,6.4928126,6.371272,4.1777644,6.555696,5.40863,3.0390732,5.150805,5.900875,4.3810163,4.2814264,5.107644,3.0615895,5.382825,2.8288362,5.80654,6.8861103,6.8928657,6.620331,1
82,66-MFCC.csv,7.045194,5.3112044,3.7355158,6.2702627,8.188643,3.5235562,6.1457295,6.950081,6.8533926,4.878679,6.41282,4.9252405,2.8851235,4.74869,6.2800097,4.1132708,4.7893395,5.217992,2.618281,5.984306,2.6356704,6.06066,7.1707497,6.5924387,6.9503,4
83,67-MFCC.csv,7.0483274,5.3239965,3.8527603,6.3668547,8.066661,3.5742786,6.106544,7.033849,6.885346,4.9234,6.327075,4.8658075,2.915316,4.6890574,6.311182,4.0826497,4.83434,5.3465996,2.5671344,5.9431067,2.708442,6.0203967,7.233461,6.5429077,7.0110903,4
84,68-MFCC.csv,7.271852,5.324811,3.0612242,6.062529,8.582881,3.9020116,6.857364,6.2852573,6.1904497,3.9453216,6.625948,5.431203,3.0204315,5.1067843,5.691911,4.335481,4.1833224,5.1616454,3.2143874,5.1863866,2.7324703,5.656459,6.807412,7.0243826,6.5213723,1
85,69-MFCC.csv,7.484758,5.539419,2.5878901,6.1525803,8.4339695,4.2080708,6.982138,6.518921,6.211392,3.6648922,6.379753,5.59698,3.720021,4.989415,5.7748513,4.363066,4.2311296,5.2048736,3.067584,5.1254005,3.1597795,5.458582,6.781067,6.967093,6.217141,1
86,70-MFCC.csv,7.7178454,5.3657465,2.2159045,6.171488,8.771926,3.9925306,7.1382484,6.4775076,6.2624197,3.931083,6.5609155,5.837421,4.034645,5.0811834,5.6231337,4.5027556,4.3912106,4.814925,2.735772,5.6250644,3.055388,5.749279,6.9543953,7.085252,5.8658147,2
