,Filename,Encoded_1,Encoded_2,Encoded_3,Encoded_4,Encoded_5,cluster
67,51-MFCC.csv,-29.468243,24.350222,-41.521442,11.038711,-17.062315,2
68,52-MFCC.csv,4.867759,11.356236,17.20331,-21.387123,6.6053524,1
69,53-MFCC.csv,0.0504947,16.187906,20.401955,-1.6300884,-6.7350264,2
70,54-MFCC.csv,3.4646428,0.21187891,14.137212,6.1503587,1.3103392,1
71,55-MFCC.csv,-10.032889,-0.19632109,29.17477,28.203318,2.0571554,1
72,56-MFCC.csv,23.462864,-12.654024,19.141592,-12.990046,2.0486276,5
73,57-MFCC.csv,3.6065652,-1.5426997,7.3498235,18.94437,-12.730471,1
74,58-MFCC.csv,-6.3822956,0.9712714,8.059144,11.82765,-12.147667,1
75,59-MFCC.csv,-31.385353,18.667236,-37.776615,27.393627,0.31232604,2
76,60-MFCC.csv,3.2949965,7.7922063,-6.699927,-26.266273,-5.641243,1
77,61-MFCC.csv,-33.463005,9.986617,4.332719,27.44094,10.179253,2
78,62-MFCC.csv,21.17296,-4.9151316,20.309605,-6.1742034,1.4865955,5
79,63-MFCC.csv,-30.399307,-12.142966,-43.306812,3.5034251,-1.7728766,0
80,64-MFCC.csv,-11.442573,4.4133897,15.321028,-11.398098,-1.467219,2
81,65-MFCC.csv,13.326903,-19.707401,1.7303768,14.184721,2.3293843,5
82,66-MFCC.csv,14.751797,-3.3212056,-46.875134,-1.0797931,-0.17087021,1
83,67-MFCC.csv,-3.256849,25.914042,-49.01254,34.64183,28.318018,2
84,68-MFCC.csv,1.0841911,1.5023113,19.396868,9.445737,1.5127527,1
85,69-MFCC.csv,-14.731095,13.963905,16.587492,2.0483851,-7.032195,2
86,70-MFCC.csv,4.335566,4.9670606,14.50878,-15.11173,-4.349348,1
87,71-MFCC.csv,-18.185844,0.73450685,-7.02254,-11.622765,-0.12798467,2
88,72-MFCC.csv,19.449305,-20.716736,16.23165,10.906908,14.005943,5
89,73-MFCC.csv,5.8795753,1.7760501,20.772343,-25.784958,-0.71480286,1
90,74-MFCC.csv,30.531666,20.656998,9.819522,-1.4784595,-9.395863,3
91,75-MFCC.csv,-6.914425,-17.18476,-25.81264,34.10344,23.765448,4
92,76-MFCC.csv,-7.2183046,0.7611604,30.678595,-2.922608,-0.9575809,1
93,77-MFCC.csv,20.892427,-10.333644,18.769125,-5.899675,14.041992,5
94,78-MFCC.csv,-1.6562784,24.411669,18.241282,-1.6020638,-16.521307,2
95,79-MFCC.csv,21.608791,-3.4424868,14.878178,-29.995335,0.5629941,5
96,80-MFCC.csv,12.928458,-23.504665,-38.788692,-4.030389,-5.235604,5
97,81-MFCC.csv,14.207646,-18.19665,-24.091717,30.507236,8.374019,5
98,82-MFCC.csv,24.492025,-11.092018,-39.825466,-18.734175,4.2365446,5
99,83-MFCC.csv,10.283351,5.531981,-33.173603,8.339996,-13.620928,1
100,84-MFCC.csv,-16.150362,2.1791444,-40.25979,13.382074,-18.096846,2
101,85-MFCC.csv,7.342388,-7.49335,23.854107,-1.9821211,9.070487,1
102,86-MFCC.csv,-7.333545,16.034111,13.2828665,8.130754,-16.74866,2
103,87-MFCC.csv,-15.903951,-18.105087,-9.979674,39.09314,9.7942505,0
104,88-MFCC.csv,3.499847,6.115853,27.79589,24.637524,0.491364,1
105,89-MFCC.csv,-5.303304,4.6206255,28.443928,-2.448487,-4.664117,1
106,90-MFCC.csv,-13.710632,-3.38497,-15.228407,50.040813,6.6053514,1
107,91-MFCC.csv,9.60564,-6.8273225,15.376188,-3.2684934,11.967447,1
108,92-MFCC.csv,-12.228509,6.023498,-3.7711911,17.29581,-6.14233,2
109,93-MFCC.csv,-6.9311914,11.310997,-34.32034,-4.138498,-26.520985,2
110,94-MFCC.csv,2.2930095,-4.663256,4.47442,-0.67645264,17.439882,1
111,95-MFCC.csv,1.3996837,-28.297132,-17.939333,22.287067,13.898214,4
112,96-MFCC.csv,-20.996332,-29.086575,-36.69846,6.3697453,-5.3109384,0
113,97-MFCC.csv,-25.847008,-11.607087,-35.239246,-1.1032299,-10.169143,0
114,98-MFCC.csv,1.4751936,23.084515,-5.163504,-12.228684,-32.66427,2
115,99-MFCC.csv,14.067348,-6.6080594,27.748363,-21.40815,3.0105433,1
